Service ID,CustomerID,Quarter,Referred a Friend,Number of Referrals,tenure,Offer,PhoneService,Avg Monthly Long Distance Charges,MultipleLines,InternetService,Internet Type,Avg Monthly GB Download,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,Total Revenue,CLTV,gender,Age,Under 30,SeniorCitizen,Married,Dependents,Number of Dependents,Location ID,Country,State,City,Zip Code,Latitude,Longitude,Population
4089,2648,1,2,-0.31718476167849363,1.3697146104555622,1,2,-0.18702340034147277,2,2,2,3.1583016455630593,1,2,1,2,2,2,2,2,2,2,0,1.3057838322116073,2.034200156997838,-0.24831296685183657,-0.27330037394865414,0.6798024745025647,1.8081113115778817,0.9329917887474901,1,-1.403635914310225,2,1,2,1,-0.4868349044431689,812,1,0,407,0.9409106874177453,0.8050456469999205,-0.2819519943297324,-1.0309277094195406
2363,2879,1,2,1.682157967887405,-0.3417546089364157,3,2,-1.4202712491009941,1,2,0,-0.8578627796027974,2,1,1,2,1,1,1,1,1,1,2,-0.3709693409560109,-0.4258631484170294,-0.24831296685183657,4.506967507807235,-0.8559169711200273,-0.5495806062098366,-1.2031513493241346,1,0.5666118560475389,1,1,2,1,-0.4868349044431689,2980,1,0,817,-0.5978937178327004,-0.84564129483479,1.1037508360021349,2.540920857412416
724,3073,1,1,-0.6504085499394767,-1.1567399515040242,5,2,-1.0409099685901912,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,1,2,0,-1.4926823160681442,-0.9785185223932088,-0.24831296685183657,-0.27330037394865414,-0.8523261369677878,-1.0275245718913606,1.2829574631288327,1,-1.2245224806413375,2,1,1,1,-0.4868349044431689,6382,1,0,56,-0.0942947962684138,-0.41939580591822595,0.26096780626113864,-0.08036692691121483
6870,5049,1,2,2.348605544409371,-0.9529936158621221,5,2,0.46035079848242294,1,2,1,0.4645328238054724,2,1,1,1,1,1,1,2,2,1,1,-0.5371490409726233,-0.8199613491831308,2.3396219817352524,-0.27330037394865414,-0.5651657123786603,-0.824397252096705,0.13669308037255126,0,-0.9260000911931914,1,1,2,1,-0.4868349044431689,6100,1,0,306,-0.7869452915964058,-1.2621660882781083,1.2639395112346328,1.283230363729055
6497,1631,1,1,-0.6504085499394767,1.0437204734285188,2,2,0.6286680901766359,1,2,2,-0.31910901525128005,2,2,1,1,2,2,2,2,2,1,0,1.1429277261953275,1.5183046286336803,-0.24831296685183657,-0.27330037394865414,1.353367364954229,1.5991026677428453,1.6980133716342414,1,0.44720290026828047,1,1,1,1,-0.4868349044431689,2636,1,0,306,-0.7869452915964058,-1.2621660882781083,1.2639395112346328,1.283230363729055
4146,5216,1,1,-0.6504085499394767,-1.1567399515040242,6,2,-0.43432034429220095,2,2,1,1.49306273756746,1,1,1,1,1,1,1,2,1,1,0,-0.467353566965646,-0.9116403158805805,4.803538531808144,-0.27330037394865414,-0.8080549316960981,-0.9754792171340213,-0.09492671378321652,0,-1.3439314364205959,2,1,1,1,-0.4868349044431689,4922,1,0,735,-1.281387869132251,-0.8256992463499624,0.774893127057262,0.4836340467043941
1484,5677,1,2,0.34926281484347255,-0.7084980130918396,6,2,-0.6829120366405769,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,1,1,1,-1.4727407520661506,-0.8603398110498777,-0.24831296685183657,-0.27330037394865414,-0.6649531035566846,-0.8786834436694296,0.662486919660462,0,-1.5230448700894836,2,1,2,1,-0.4868349044431689,2387,1,0,515,0.7825597965729322,0.7046581396857445,-1.2884562149325383,-0.7265402278085681
4058,898,1,1,-0.6504085499394767,0.676977069273095,6,2,0.5658727928907179,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,3,1,1,-1.4727407520661506,-0.5541475075936775,-0.24831296685183657,-0.27330037394865414,0.9499182488230025,-0.15931199873028465,0.324355833301677,0,0.8054297676060558,1,1,1,2,2.629291934690341,6000,1,0,592,-0.1271499130763512,-0.21491365715490074,0.2645750571094176,-0.5370427089678136
1196,2269,1,1,-0.6504085499394767,-1.2789877528891656,5,2,0.0026572399139286416,1,2,2,1.8848836570958363,1,1,1,1,1,1,1,2,1,2,0,0.18240906009930805,-0.9753191360704339,-0.24831296685183657,-0.27330037394865414,-0.8576651403783545,-1.026571692684818,-0.22595250974724573,0,-1.1648180027517083,2,1,1,1,-0.4868349044431689,6586,1,0,56,-0.09375618779615254,-0.3260170990779907,0.23736215352823842,0.883952283237495
2534,4621,1,2,-0.31718476167849363,0.22873513086091027,6,2,-0.0588433089743414,1,2,0,2.5705702662704946,2,1,2,2,2,2,2,2,3,1,1,0.5396954151350245,0.3550298264059423,-0.24831296685183657,-0.27330037394865414,0.10489102760190157,0.3100944484926214,-1.127071854893408,1,-1.1051135248620791,2,1,2,1,-0.4868349044431689,1474,1,0,218,-0.32535783086849823,-0.9632674619518835,1.0010205467238957,1.8039230221604994
3905,1825,1,1,-0.6504085499394767,1.3289653433271817,2,2,1.483202032624178,2,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,2,1,1,-1.328164413051698,-0.2998293920329539,-0.24831296685183657,-0.27330037394865414,2.6369606428809247,0.5403561380735791,1.205187313266312,1,0.20838498870976363,1,1,1,1,-0.4868349044431689,5650,1,0,206,1.4116544921740946,0.9024089559474301,0.13041187744499028,-0.9837897288097022
5496,6700,1,2,-0.31718476167849363,-1.2789877528891656,5,1,-1.4863034173810314,1,2,1,-0.41706424513337415,1,2,1,1,2,1,1,2,1,1,0,-0.8163309370005319,-0.9885800407600048,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0450882648119515,1.206877968698106,1,1.8204058917297523,1,2,2,1,-0.4868349044431689,2137,1,0,290,-0.9447575739689577,-0.8599331232530977,0.8086553424668225,1.9157870764462341
5876,1874,1,2,-0.31718476167849363,-1.0752414172472633,5,2,0.12112671829870145,2,2,0,3.011368800739918,1,1,1,1,1,1,1,2,1,2,1,-0.5255164619714603,-0.8857363190327332,-0.24831296685183657,-0.27330037394865414,-0.7088581382404815,-0.9117445126964241,-1.1321438211887898,0,-1.1051135248620791,2,1,2,2,0.5518740419346677,2620,1,0,595,1.384724068561031,2.0471332528306654,-1.0901711457844492,-0.9717806545119099
3806,4411,1,2,1.0157103913654388,-0.6269994788350787,4,2,-0.9942990262748708,2,2,1,1.5420403525085071,1,2,1,1,2,2,2,2,1,2,0,0.35357415111641893,-0.4226858268275149,-0.24831296685183657,-0.27330037394865414,-0.7322221841389347,-0.5524008494292002,0.3818381179826704,0,-1.0454090469724497,2,1,2,1,-0.4868349044431689,1911,1,0,864,0.8762776707463931,0.4603117420266992,-0.9908048697474189,-1.0202424700837096
663,1119,1,1,-0.6504085499394767,-0.5455009445783178,4,2,0.808638117449679,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,3,1,1,-1.4710789550659844,-0.8304420974818766,2.797730759920351,-0.27330037394865414,-0.08923844375354695,-0.693315279196707,0.38437410113036136,0,-1.0454090469724497,2,1,1,2,0.5518740419346677,1547,1,0,580,1.3858012855055535,1.7131011052706917,-0.9719001087067636,-1.0184931167411178
4559,3334,1,1,-0.6504085499394767,-1.2789877528891656,6,2,1.5233392329512598,2,2,1,-0.31910901525128005,1,1,1,1,1,1,1,2,1,2,1,-0.48729513096763954,-0.9842112235744224,-0.24831296685183657,-0.27330037394865414,-0.8299188593796354,-1.0254058990768138,0.3192838670062952,0,0.029271555040875995,1,1,1,1,-0.4868349044431689,3081,1,0,449,0.7814825796284096,0.7703759225957773,-1.4803326230059506,-0.9992975097926781
369,5337,1,1,-0.6504085499394767,-1.238238485760785,5,2,-0.9917095294795751,1,2,2,0.31759997898233133,1,1,1,1,1,1,1,2,1,1,0,0.16246749609731476,-0.9422661656461787,-0.24831296685183657,-0.27330037394865414,-0.8667839692123311,-1.0031231853238227,-1.7559956755207482,0,0.32779394448902205,1,1,1,1,-0.4868349044431689,2796,1,0,524,-0.13038156390991884,0.10742919004808762,0.35250545206317113,-1.0329134618624827
6446,4465,1,1,-0.6504085499394767,-0.5455009445783178,6,2,0.09005275675515466,1,2,0,2.3746598065063065,1,2,1,1,2,1,1,2,2,1,0,-0.21808401694072754,-0.5450568374903444,-0.24831296685183657,-0.27330037394865414,-0.33835256306516315,-0.5328022532946378,-0.310485281336942,0,-1.642453825868742,2,1,1,1,-0.4868349044431689,6308,1,0,498,-0.4497763879608514,-1.0642747152479757,0.920503328458723,0.14496869554263647
782,3326,1,2,1.0157103913654388,1.6142102132258447,6,2,1.2682737986146446,2,2,1,-0.12319855548709195,2,2,2,2,1,1,1,2,3,1,1,0.2438955491054544,1.207500795926032,-0.24831296685183657,-0.27330037394865414,2.733877729128047,1.7612108064558665,0.21784454109865967,1,-0.4483642680761577,1,1,2,1,-0.4868349044431689,3267,1,0,554,-1.8657780615357278,-0.8804625127011803,0.7427574470964641,2.2014044694893973
6073,4767,1,1,-0.6504085499394767,-1.0344921501188828,5,2,1.5427604589159765,2,2,2,0.21964474910023726,1,1,1,1,1,1,1,2,1,2,0,0.33695618111475767,-0.7675134782228809,-0.24831296685183657,-0.27330037394865414,-0.497955691568651,-0.7559156036265158,0.641353726763038,0,0.9248387233853143,1,1,1,1,-0.4868349044431689,5116,1,0,84,0.9796904974205567,0.6566610412312354,-0.23224146887072702,-1.0388707191913087
2651,632,1,2,0.34926281484347255,-1.1567399515040242,5,1,-1.4863034173810314,1,2,1,-0.7599075497207033,1,1,2,1,1,1,1,2,3,2,0,-1.1586611190347533,-0.9541369921403371,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.017845692624906,-1.2564069954256432,1,1.8801103696193817,1,2,2,1,-0.4868349044431689,1851,1,0,557,1.3836468516165084,1.5643239937134563,-1.0837986918344888,-0.8691834449599045
4289,40,1,1,-0.6504085499394767,-1.238238485760785,6,2,1.3614956832452858,1,2,1,0.31759997898233133,2,1,1,1,1,1,1,2,1,2,0,-0.5155456799704636,-0.9661181423007981,-0.24831296685183657,-0.27330037394865414,-0.7809110603742349,-0.9966135892791282,-0.7821781468074471,1,1.3427700686127186,1,2,1,1,-0.4868349044431689,6162,1,0,855,-0.7309300104812338,-1.310941312243249,1.2170081146945113,1.185975773844965
320,964,1,1,-0.6504085499394767,-1.0344921501188828,6,1,-1.4863034173810314,1,2,1,-0.31910901525128005,2,1,2,1,1,1,1,2,2,1,1,-0.9791870430168121,-0.8894652589537606,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.966693880273702,-0.7923220793982108,1,0.029271555040875995,1,1,1,1,-0.4868349044431689,6965,1,0,864,0.8757390622741318,0.46435264785389535,-0.9870783210651386,1.427575654402913
5338,5339,1,1,-0.6504085499394767,-0.5862502117066982,6,2,0.000715117317456881,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,1,1,1,-1.4860351280674797,-0.848115948823551,-0.24831296685183657,-0.27330037394865414,-0.396455566995644,-0.7896747526583032,-0.16593424191856138,1,0.865134245495685,1,1,1,1,-0.4868349044431689,1779,1,0,1016,1.0211633497846744,0.5396250505165312,-0.5095332693118699,0.1214233451477523
3116,3628,1,2,1.682157967887405,1.0844697405568993,2,2,1.1336199652592744,2,2,2,-0.8088851646617503,2,2,2,1,2,2,2,2,2,2,1,1.475287126228552,1.8875800044816997,-0.24831296685183657,-0.27330037394865414,1.935543163840508,2.0632106877293728,0.664177575092256,0,0.32779394448902205,1,1,2,1,-0.4868349044431689,715,1,0,691,0.6010487414208845,0.6507041886756225,-1.1380796704979874,0.31962035088139573
5036,5192,1,2,0.01603902658248947,-0.09725900616613313,6,2,-0.0044638762731341744,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,2,1,1,-1.46443176706532,-0.7472359883564654,-0.24831296685183657,-0.27330037394865414,-0.07370572365422146,-0.6145125178556538,-1.6131352915341615,1,-0.09013740073838243,1,1,2,1,-0.4868349044431689,1159,1,0,689,1.0098525718671878,0.6430687561533,-0.4732258787123605,0.1533845035151051
2186,4564,1,1,-0.6504085499394767,-1.1159906843756437,5,2,0.43898744992123423,2,2,2,1.0522642030980367,1,1,2,2,1,1,1,2,1,2,0,0.5978583101408388,-0.8219692399098378,-0.24831296685183657,-0.27330037394865414,-0.70918887296503,-0.8614059635508039,0.7343397755117039,0,-1.5230448700894836,2,1,1,1,-0.4868349044431689,303,1,0,554,-1.8410020718117093,-0.8344469811378717,0.6627615185884189,-0.019470518660992326
5999,741,1,1,-0.6504085499394767,-0.8714950816053613,6,2,-0.7185176175758912,1,2,0,0.12168951921814321,1,2,1,2,1,1,1,2,3,2,0,-0.3393951979528547,-0.7409916688437389,-0.24831296685183657,-0.27330037394865414,-0.7307338778784671,-0.8037236127547616,-0.2174992325882761,1,1.5218835022816064,1,2,1,2,0.5518740419346677,1572,1,0,111,0.01665854901740762,0.8049115712352067,0.21822947327943842,-1.0077133177651467
2372,4427,1,2,-0.31718476167849363,-0.38250387606479613,6,2,1.2248997272934439,1,2,2,-0.41706424513337415,2,1,1,1,2,2,2,2,2,2,0,1.0083221691818711,0.020153369711069596,-0.24831296685183657,-0.27330037394865414,0.25294206465509256,0.08897411657442739,-0.3172479030641177,0,1.2233611128334603,1,2,2,1,-0.4868349044431689,726,1,0,407,0.9409106874177453,0.8050456469999205,-0.2819519943297324,-1.0309277094195406
2008,6823,1,1,-0.6504085499394767,-0.5862502117066982,4,2,0.8248224724202764,1,2,2,0.2686223640412843,2,1,1,1,2,2,2,2,1,2,0,1.0398963121850275,-0.23815846256980774,-0.24831296685183657,-0.27330037394865414,-0.1257964427705907,-0.2272526351967593,0.9980820228715562,0,-1.403635914310225,2,1,1,1,-0.4868349044431689,3581,1,0,554,-1.8555445005627635,-0.8344465760751395,0.7190719530116237,0.27073301692896556
6292,1186,1,2,-0.31718476167849363,-1.2789877528891656,5,2,1.031334841845099,1,2,2,-0.5639970899565152,1,1,2,1,1,1,1,2,1,1,1,0.35191235411625243,-0.9730685332778611,-0.24831296685183657,-0.27330037394865414,-0.8388959447602341,-1.019245343034516,-0.7492103658874656,1,-0.8662956133035622,1,1,2,1,-0.4868349044431689,4405,1,0,1073,-1.5523079306796692,-0.9185813462791985,0.8098343949896134,0.7445240938509219
3845,4771,1,1,-0.6504085499394767,-1.1159906843756437,6,2,-0.5631478098581563,1,2,1,0.2686223640412843,1,1,2,1,2,2,2,2,1,2,0,0.17576187209864347,-0.8534556142725962,-0.24831296685183657,-0.27330037394865414,-0.8006134003937596,-0.9133256639072803,0.459608267845191,1,0.32779394448902205,1,1,1,1,-0.4868349044431689,3690,1,0,726,0.44054341668702635,0.4818315098576485,-1.1238423791883128,-0.9653033191623132
4050,4401,1,1,-0.6504085499394767,0.7992248706582362,6,1,-1.4863034173810314,1,2,1,-0.12319855548709195,2,2,2,2,2,2,2,2,3,1,1,-0.028639158921789646,0.46537555744178966,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,0.1049112830838506,0.8281711519762668,1,0.6263163339371681,1,1,1,1,-0.4868349044431689,4771,1,0,338,1.050248207286783,0.9323925095902599,-1.4704531840915434,-0.7528750875875851
2053,4421,1,1,-0.6504085499394767,0.5139800007595733,2,2,-0.5916322746064077,2,2,2,-0.6129747048975622,1,1,2,1,1,2,2,2,1,2,1,0.8155537171626008,0.8436533444601,-0.24831296685183657,-0.27330037394865414,-0.15024718847827429,0.6211763506284838,0.9042506464069934,0,-0.26925083440727005,1,1,1,1,-0.4868349044431689,3898,1,0,16,-0.8537327421568032,-1.3651711109747346,1.4171629568984334,-0.26731133546818675
2043,6691,1,2,1.3489341796264218,-1.1974892186324047,5,1,-1.4863034173810314,1,2,0,1.5910179674495541,1,2,1,1,1,2,2,2,1,1,1,-0.8130073430001998,-0.9655003297695036,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-1.0268334726866155,1.0572549629843437,0,0.7457252897164266,1,1,2,2,2.629291934690341,2594,1,0,986,0.04035732179690346,-0.4551600098276907,0.5127354405533586,0.17328930776459553
6001,6977,1,2,1.0157103913654388,-0.5862502117066982,4,2,-0.4000095117545344,2,2,2,0.12168951921814321,1,1,1,1,1,1,1,2,1,2,0,0.2787932861089434,-0.4300113182700066,-0.24831296685183657,-0.27330037394865414,-0.5280643634570014,-0.49786683945477417,-0.09915335236270133,1,-0.26925083440727005,1,1,2,1,-0.4868349044431689,6870,1,0,963,-1.0136994584184,-0.8337701213105607,0.6331297005598803,0.18993180442925262
683,3288,1,1,-0.6504085499394767,-1.238238485760785,6,2,-0.08991727051788842,2,2,2,0.36657759392337835,1,1,2,1,1,2,2,2,1,2,0,0.7906267621601091,-0.9272180175625059,-0.24831296685183657,-0.27330037394865414,-0.8338758641197677,-0.9814966667753368,-0.604659326469085,0,1.2830655907230895,1,2,1,1,-0.4868349044431689,5654,1,0,451,-0.47401376921260846,-1.0100153469369604,0.8970601435931289,-0.21364873968868164
5262,6652,1,2,-0.31718476167849363,-0.015760471909372284,3,2,-0.025179850635498855,2,2,2,-0.46604186007442117,1,1,2,1,1,1,1,2,1,2,0,0.46989994112804756,0.07394718940021087,-0.24831296685183657,-0.27330037394865414,-0.031726037545474046,0.04740345228900651,1.3091626223216386,1,0.9248387233853143,1,1,2,1,-0.4868349044431689,2698,1,0,855,-0.7325458358980176,-1.3409722582258738,1.209003090774998,2.462909154296836
2887,5715,1,1,-0.6504085499394767,0.676977069273095,2,2,1.3097057473393738,2,2,0,-0.5150194750154682,2,2,2,2,1,2,2,2,3,1,1,0.5513279941361872,0.785733419651242,-0.24831296685183657,-0.27330037394865414,1.61494309620865,1.0969737202952696,0.11555988747512719,1,1.2233611128334603,1,2,1,1,-0.4868349044431689,679,1,0,466,0.023660459156804117,0.14705526205664196,0.8328672324417569,-1.0434095819180333
4978,1140,1,2,0.6824866031044556,1.5327116789690838,1,2,-1.1127685046596436,2,2,2,1.346129892744319,2,2,2,1,2,2,2,2,2,2,1,1.4420511862252297,2.4933893208824656,-0.24831296685183657,-0.27330037394865414,-0.40774779544808143,1.849936775065052,0.6692495413876377,0,-1.1648180027517083,2,1,2,1,-0.4868349044431689,4030,1,0,548,-1.444047627755154,-0.9449436390865096,0.7320605627125135,3.2870909777579222
5777,6394,1,1,-0.6504085499394767,-1.2789877528891656,6,2,-0.025827224834322853,2,2,0,-0.9068403945438445,1,1,1,1,1,1,1,2,1,1,1,-0.47233895796614456,-0.9840126409750776,-0.24831296685183657,-0.27330037394865414,-0.8581848663740734,-1.0336013583330832,-0.8819268172832888,0,1.3427700686127186,1,2,1,1,-0.4868349044431689,2924,1,0,1087,1.024395000618242,0.4957336679265405,-0.3912705877245085,-0.5047978716800405
5940,6780,1,1,-0.6504085499394767,-0.7899965473486004,6,2,-1.2377117250326555,1,2,2,-0.8088851646617503,1,2,2,1,1,1,1,2,1,2,0,0.544680806135523,-0.5860751766216462,-0.24831296685183657,-0.27330037394865414,-0.8258673590039178,-0.7093048017064899,0.34295304305141017,0,-0.5677732238554162,1,1,1,1,-0.4868349044431689,2022,1,0,858,0.3473641509858268,0.6275410813357563,-1.2468941493101833,0.2726242097317675
100,2581,1,1,-0.6504085499394767,-0.13800827329451357,6,1,-1.4863034173810314,1,2,0,1.8848836570958363,1,1,1,2,1,1,1,2,1,2,0,-1.115454397030434,-0.5975929673836363,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.7358388226886703,0.3049132958360468,0,-0.9857045690828207,1,1,1,1,-0.4868349044431689,3310,1,0,451,-0.46755046754547325,-1.024934212466385,0.9397831581759166,-0.7488563028816311
5475,3270,1,1,-0.6504085499394767,-0.056509739037752714,6,2,1.1627518042063498,1,2,2,-0.025243325604997886,2,1,2,2,1,1,1,1,1,1,0,0.7590526191569525,0.19587690539783015,-0.24831296685183657,2.515189223742281,0.6135374100484077,0.3589495776280566,0.5864074252297354,0,0.5666118560475389,1,1,1,1,-0.4868349044431689,365,1,0,691,0.6026645668376683,0.6321263914764815,-1.1057072516448216,0.9793629601388529
5593,5564,1,2,-0.31718476167849363,1.1659682748136602,2,2,0.24218569347877,2,2,1,0.4645328238054724,2,2,1,1,1,1,1,1,1,1,0,-0.16490651293541178,0.6006544370620219,-0.24831296685183657,3.710256194181253,1.0389803853621011,0.8152949479612862,0.8290164796921637,0,-1.1648180027517083,2,1,2,2,0.5518740419346677,2228,1,0,246,1.4121931006463557,2.2492725187447014,-0.30042691181286246,-1.0418493478557218
1486,4775,1,1,-0.6504085499394767,1.3289653433271817,6,1,-1.4863034173810314,1,2,1,0.21964474910023726,1,2,1,2,2,1,1,2,3,1,1,-0.6484894399837535,0.28841639669244007,-0.24831296685183657,-0.27330037394865414,-0.884832635609114,-0.03505375787713782,1.1088199536540584,0,-0.806591135413933,1,1,1,2,1.5905829883125042,4842,1,0,63,1.0976457528457746,1.8746429587417688,-1.992692217755069,-0.9669108330446948
4920,6484,1,2,1.3489341796264218,0.22873513086091027,6,2,-1.3011543965173973,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,1,1,1,-1.4727407520661506,-0.6615586291058763,-0.24831296685183657,-0.27330037394865414,-0.7564603146665514,-0.7484985035755906,1.003153989166938,0,-1.2245224806413375,2,1,2,2,1.5905829883125042,2749,1,0,595,1.384724068561031,2.0471332528306654,-1.0901711457844492,-0.9717806545119099
1980,6303,1,1,-0.6504085499394767,0.18798586373252985,6,2,0.22859083530346813,1,1,4,-1.0047956244259384,1,1,1,1,1,1,1,1,3,1,1,-1.4926823160681442,-0.6602347451102453,-0.24831296685183657,-0.27330037394865414,0.2728924557180285,-0.44328047347998867,-0.8388151037725436,0,-1.1051135248620791,2,1,1,1,-0.4868349044431689,5543,1,0,1029,0.5945854397537493,0.7725559702262904,-1.1561693070386332,0.7128938942240595
136,3909,1,2,-0.31718476167849363,0.5954785350163341,6,2,-1.061625942952556,1,2,1,-0.46604186007442117,2,1,2,1,2,1,1,1,2,2,1,0.042818112085353605,0.3270296798983455,-0.24831296685183657,1.3201222533033088,-0.5206464560635592,0.11706485596729609,-0.8421964146361315,0,0.14868051082013442,1,1,2,1,-0.4868349044431689,1856,1,0,910,-0.12014800293695471,-0.28627801456685176,0.21810181995511937,-0.32920061993988026
1848,456,1,1,-0.6504085499394767,1.5734609460974642,6,2,-0.4136043699298363,2,2,2,-0.7599075497207033,2,1,1,2,1,2,2,2,2,1,1,1.0930738161903437,1.9449924404255663,-0.24831296685183657,-0.27330037394865414,0.5048083693531291,1.685842598738395,0.776606161306552,1,0.029271555040875995,1,1,1,1,-0.4868349044431689,4464,1,0,187,-0.9571455688309668,-0.9132381637645063,0.9427962408237293,2.1093506598130127
